종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
119830,아이텍 ,"8,200",140,1.74,-,-,-,-,"5,840",1.40,0,0.00
052770,아이톡시 ,"2,085",0,0.00,-,-,-,-,284,7.34,0,0.00
124500,아이티센 ,"3,765",-55,-1.44,-,-,-,-,"2,873",1.31,0,0.00
372800,아이티아이즈 ,"8,540",-10,-0.12,-,-,-,-,"5,035",1.70,0,0.00
084850,아이티엠반도체 ,"27,500","-1,150",-4.01,275,100.00,608,45.21,"11,585",2.37,200,0.73
114840,아이패밀리에스씨 ,"9,220",-80,-0.86,530,17.40,"1,611",5.72,"5,040",1.83,65,0.70
027360,아주IB투자 ,"2,545",-20,-0.78,339,7.51,-,-,"2,144",1.19,100,3.93
139990,아주스틸 ,"9,020",-90,-0.99,"1,459",6.18,-,-,"8,901",1.01,0,0.00
032080,아즈텍WB ,"1,920",-20,-1.03,550,3.49,-,-,"5,274",0.36,50,2.60
013310,아진산업 ,"2,710",-35,-1.28,62,43.71,-,-,"5,455",0.50,0,0.00
059120,아진엑스텍 ,"8,800",70,0.80,458,19.21,-,-,"4,781",1.84,150,1.70
158430,아톤 ,"25,700",0,0.00,300,85.67,-,-,"12,225",2.10,0,0.00
067160,아프리카TV ,"71,000",100,0.14,"6,465",10.98,"7,132",9.96,"18,988",3.74,730,1.03
001540,안국약품 ,"8,310",-130,-1.54,344,24.16,-,-,"12,726",0.65,220,2.65
053800,안랩 ,"60,800","-1,500",-2.41,"4,854",12.53,-,-,"28,881",2.11,"1,100",1.81
065660,안트로젠 ,"14,750",-750,-4.84,-,-,-,-,"12,404",1.19,0,0.00
297570,알로이스 ,"1,470",0,0.00,159,9.25,-,-,723,2.03,0,0.00
001780,알루코 ,"2,460",20,0.82,43,57.21,-,-,"2,537",0.97,0,0.00
260660,알리코제약 ,"5,130",-70,-1.35,327,15.69,-,-,"5,404",0.95,70,1.36
361570,알비더블유 ,"12,300",-200,-1.60,"1,002",12.28,-,-,"6,721",1.83,0,0.00
131370,알서포트 ,"4,080",-120,-2.86,470,8.68,-,-,"1,598",2.55,40,0.98
140670,알에스오토메이션 ,"12,500",150,1.21,277,45.13,-,-,"4,415",2.83,0,0.00
096610,알에프세미 ,"2,105",-130,-5.82,-,-,-,-,"3,365",0.63,0,0.00
061040,알에프텍 ,"4,370",-70,-1.58,576,7.59,-,-,"6,806",0.64,0,0.00
148250,알엔투테크놀로지 ,"8,920",-330,-3.57,213,41.88,-,-,"5,960",1.50,30,0.34
347860,알체라 ,"10,150",-150,-1.46,-,-,-,-,"1,136",8.93,0,0.00
196170,알테오젠 ,"34,750","-2,150",-5.83,-,-,209,166.45,"2,634",13.19,0,0.00
123750,알톤스포츠 ,"3,620",-30,-0.82,382,9.48,-,-,"2,172",1.67,0,0.00
085810,알티캐스트 ,"2,090",15,0.72,-,-,-,-,"2,291",0.91,0,0.00
117670,알파홀딩스 ,"1,020",-35,-3.32,-,-,-,-,"3,784",0.27,0,0.00
314140,알피바이오 ,"11,550",-50,-0.43,580,19.91,-,-,"9,510",1.21,0,0.00
291650,압타머사이언스 ,"8,450",-370,-4.20,-,-,-,-,"3,525",2.40,0,0.00
293780,압타바이오 ,"15,000",-50,-0.33,-,-,-,-,"2,778",5.40,0,0.00
018250,애경산업 ,"13,550","2,200",19.38,600,22.58,935,14.49,"13,210",1.03,200,1.48
161000,애경케미칼 ,"10,100",430,4.45,"2,302",4.39,-,-,"14,384",0.70,550,5.45
196300,애니젠 ,"7,640",0,0.00,-,-,-,-,"3,499",2.18,0,0.00
310200,애니플러스 ,"2,920",70,2.46,729,4.01,-,-,"1,610",1.81,0,0.00
179530,애드바이오텍 ,"3,450",-30,-0.86,-,-,-,-,664,5.20,0,0.00
205500,액션스퀘어 ,"3,150",-90,-2.78,-,-,-,-,997,3.16,0,0.00
052790,액토즈소프트 ,"6,530",-120,-1.80,"3,424",1.91,-,-,"17,896",0.36,0,0.00
290740,액트로 ,"6,300",50,0.80,296,21.28,-,-,"7,786",0.81,100,1.59
238090,앤디포스 ,"5,420",20,0.37,764,7.09,-,-,"6,999",0.77,0,0.00
092600,앤씨앤 ,"1,730",0,0.00,-,-,-,-,"2,584",0.67,0,0.00
129890,앱코 ,"6,710",-200,-2.89,-,-,-,-,"7,446",0.90,0,0.00
174900,앱클론 ,"16,700",550,3.41,-,-,-,-,"1,267",13.18,0,0.00
255440,야스 ,"7,150",200,2.88,162,44.14,-,-,"12,406",0.58,50,0.70
030960,양지사 ,"43,950",-600,-1.35,96,457.81,-,-,"13,794",3.19,50,0.11
102120,어보브반도체 ,"10,000",-50,-0.50,828,12.08,-,-,"6,757",1.48,240,2.40
263540,어스앤에어로스페이스 ,"10,900",0,0.00,-,-,-,-,693,15.73,0,0.00
238120,얼라인드 ,"8,170",610,8.07,771,10.60,-,-,"3,754",2.18,0,0.00
019990,에너토크 ,"7,940",180,2.32,194,40.93,-,-,"4,727",1.68,70,0.88
011090,에넥스 ,891,-7,-0.78,174,5.12,-,-,"1,120",0.80,0,0.00
270660,에브리봇 ,"15,450",350,2.32,844,18.31,-,-,"4,704",3.28,350,2.27
038680,에스넷 ,"4,690",5,0.11,-,-,-,-,"4,259",1.10,50,1.07
137310,에스디바이오센서 ,"30,350",-350,-1.14,"10,918",2.78,"4,812",6.31,"21,658",1.40,"1,266",4.17
217480,에스디생명공학 ,"1,710",15,0.88,-,-,-,-,"1,720",0.99,0,0.00
121890,에스디시스템 ,739,0,0.00,183,4.04,-,-,838,0.88,0,0.00
097780,에스맥 ,"1,760",5,0.28,-,-,-,-,"5,110",0.34,0,0.00
389500,에스비비테크 ,"24,800",200,0.81,-,-,-,-,"1,406",17.64,0,0.00
042110,에스씨디 ,"1,590",35,2.25,143,11.12,-,-,"2,310",0.69,30,1.89
298060,에스씨엠생명과학 ,"5,440",-70,-1.27,-,-,-,-,"3,711",1.47,0,0.00
065420,에스아이리소스 ,690,4,0.58,58,11.90,-,-,271,2.55,0,0.00
103230,에스앤더블류 ,"2,505",0,0.00,-,-,-,-,"5,380",0.47,0,0.00
260970,에스앤디 ,"17,300",-300,-1.70,"2,331",7.42,-,-,"16,986",1.02,150,0.87
101490,에스앤에스텍 ,"24,650",250,1.02,552,44.66,-,-,"8,374",2.94,100,0.41
095910,에스에너지 ,"3,750",110,3.02,-,-,-,-,"4,908",0.76,0,0.00
275630,에스에스알 ,"6,590",0,0.00,277,23.79,-,-,"4,253",1.55,0,0.00
031330,에스에이엠티 ,"2,650",5,0.19,614,4.32,-,-,"3,185",0.83,200,7.55
060540,에스에이티 ,"2,080",-15,-0.72,253,8.22,-,-,"3,511",0.59,50,2.40
351320,에스에이티이엔지 ,"2,600",-25,-0.95,-,-,-,-,"1,315",1.98,59,2.27
056190,에스에프에이 ,"37,100","-1,100",-2.88,"3,254",11.40,"4,326",8.58,"31,340",1.18,"1,170",3.15
080000,에스엔유 ,"2,375",-20,-0.84,248,9.58,-,-,"3,767",0.63,0,0.00
005850,에스엘 ,"31,850",50,0.16,"2,094",15.21,"5,111",6.23,"32,608",0.98,500,1.57
214310,에스엘바이오닉스 ,362,6,1.69,-,-,-,-,"2,078",0.17,0,0.00
041510,에스엠 ,"63,900","-1,200",-1.84,"5,750",11.11,"3,574",17.88,"26,333",2.43,200,0.31
010580,에스엠벡셀 ,"1,650",-25,-1.49,-,-,-,-,494,3.34,0,0.00
007820,에스엠코어 ,"5,540",160,2.97,-,-,-,-,"3,436",1.61,50,0.90
109610,에스와이 ,"3,090",-15,-0.48,197,15.69,-,-,"3,570",0.87,0,0.00
012750,에스원 ,"60,500","-1,100",-1.79,"3,815",15.86,"4,200",14.41,"42,676",1.42,"2,500",4.13
306040,에스제이그룹 ,"15,750",-350,-2.17,"2,365",6.66,"3,708",4.25,"10,685",1.47,450,2.86
408920,에스케이증권7호스팩 ,"2,185",0,0.00,-,-,-,-,-,-,0,0.00
435870,에스케이증권제8호스팩 ,"2,025",-20,-0.98,-,-,-,-,-,-,0,0.00
096630,에스코넥 ,881,6,0.69,-,-,-,-,662,1.33,0,0.00
069510,에스텍 ,"7,280",-220,-2.93,-,-,-,-,"15,088",0.48,0,0.00
041910,에스텍파마 ,"7,290",-20,-0.27,589,12.38,-,-,"10,556",0.69,100,1.37
234300,에스트래픽 ,"4,515",615,15.77,-,-,-,-,"1,228",3.68,0,0.00
039440,에스티아이 ,"13,300",-100,-0.75,"1,544",8.61,"3,329",3.99,"12,994",1.02,200,1.50
098660,에스티오 ,"3,540",-160,-4.32,28,126.43,-,-,"2,417",1.46,110,3.11
052020,에스티큐브 ,"21,850",50,0.23,-,-,-,-,460,47.50,0,0.00
237690,에스티팜 ,"72,500","-2,600",-3.46,177,409.60,"1,283",56.53,"17,171",4.22,500,0.69
050760,에스폴리텍 ,"2,550",-15,-0.58,334,7.63,-,-,"4,402",0.58,50,1.96
288620,에스퓨얼셀 ,"22,100","2,100",10.50,715,30.91,524,42.20,"10,202",2.17,100,0.45
317830,에스피시스템스 ,"8,710",220,2.59,-,-,-,-,"4,013",2.17,0,0.00
058610,에스피지 ,"17,000",300,1.80,"1,092",15.57,"1,458",11.66,"8,886",1.91,250,1.47
043340,에쎈테크 ,862,-2,-0.23,-,-,-,-,336,2.57,0,0.00
023960,에쓰씨엔지니어링 ,"1,805",-15,-0.82,-,-,-,-,"1,001",1.80,0,0.00
298690,에어부산 ,"1,995",-15,-0.75,-,-,-,-,"1,759",1.13,0,0.00
187660,에이디엠코리아 ,"2,200",-25,-1.12,96,22.92,-,-,"1,538",1.43,0,0.00
054630,에이디칩스 ,264,1,0.38,-,-,-,-,440,0.60,0,0.00
200710,에이디테크놀로지 ,"15,900",-150,-0.93,"1,146",13.87,-,-,"12,300",1.29,70,0.44
096690,에이루트 ,520,-5,-0.95,-,-,-,-,920,0.57,0,0.00
078520,에이블씨엔씨 ,"4,390",0,0.00,-,-,-,-,"4,373",1.00,0,0.00
298380,에이비엘바이오 ,"19,500",-200,-1.02,-,-,-,-,"1,187",16.43,0,0.00
203400,에이비온 ,"6,870",-40,-0.58,-,-,-,-,"1,712",4.01,0,0.00
195990,에이비프로바이오 ,520,-8,-1.52,-,-,-,-,529,0.98,0,0.00
003800,에이스침대 ,"34,950",150,0.43,"6,231",5.61,-,-,"54,880",0.64,"1,330",3.81
088800,에이스테크 ,"4,900",-180,-3.54,-,-,-,-,"1,466",3.34,0,0.00
241840,에이스토리 ,"19,950",-500,-2.44,"1,816",10.99,"1,886",10.58,"5,139",3.88,0,0.00
312610,에이에프더블류 ,"4,360",190,4.56,-,-,-,-,"3,422",1.27,0,0.00
015260,에이엔피 ,"1,935",-25,-1.28,-,-,-,-,"1,342",1.44,0,0.00
072990,에이치시티 ,"7,920",-20,-0.25,"1,521",5.21,-,-,"9,896",0.80,70,0.88
227100,에이치앤비디자인 ,"4,860",-70,-1.42,-,-,-,-,"4,225",1.15,0,0.00
239610,에이치엘사이언스 ,"18,050",-300,-1.63,"2,608",6.92,-,-,"20,444",0.88,400,2.22
353070,에이치엠씨제4호스팩 ,"2,020",10,0.50,-,-,-,-,-,-,0,0.00
353060,에이치엠씨제5호스팩 ,"2,025",15,0.75,-,-,-,-,-,-,0,0.00
148930,에이치와이티씨 ,"13,350",400,3.09,994,13.43,-,-,"2,259",5.91,0,0.00
044780,에이치케이 ,"1,780",20,1.14,298,5.97,-,-,"3,022",0.59,40,2.25
357230,에이치피오 ,"7,800",40,0.52,874,8.92,-,-,"7,108",1.10,300,3.85
071670,에이테크솔루션 ,"9,430",-60,-0.63,557,16.93,-,-,"7,878",1.20,0,0.00
045660,에이텍 ,"9,260",20,0.22,757,12.23,-,-,"10,832",0.85,100,1.08
224110,에이텍티앤 ,"11,200",-200,-1.75,432,25.93,-,-,"9,523",1.18,100,0.89
230980,에이트원 ,951,-24,-2.46,-,-,-,-,483,1.97,0,0.00
021080,에이티넘인베스트 ,"2,780",30,1.09,"1,380",2.01,-,-,"3,185",0.87,200,7.19
089530,에이티세미콘 ,"1,635",5,0.31,-,-,-,-,"1,320",1.24,0,0.00
200470,에이팩트 ,"5,050",370,7.91,153,33.01,-,-,"3,930",1.28,0,0.00
262260,에이프로 ,"17,650",750,4.44,-,-,"1,072",16.46,"4,201",4.20,0,0.00
007460,에이프로젠 ,"1,035",20,1.97,-,-,-,-,"1,687",0.61,0,0.00
109960,에이프로젠 H&G ,410,5,1.23,15,27.33,-,-,"1,247",0.33,0,0.00
003060,에이프로젠제약 ,556,1,0.18,20,27.80,-,-,"1,274",0.44,0,0.00
397030,에이프릴바이오 ,"13,750",-450,-3.17,-,-,-,-,"6,227",2.21,0,0.00
244920,에이플러스에셋 ,"5,700",100,1.79,535,10.65,-,-,"4,341",1.31,150,2.63
089970,에이피티씨 ,"13,400",-300,-2.19,"2,157",6.21,-,-,"5,297",2.53,"1,200",8.96
230240,에치에프알 ,"29,400",-600,-2.00,"1,441",20.40,"4,764",6.17,"7,176",4.10,0,0.00
230360,에코마케팅 ,"13,750",-100,-0.72,859,16.01,"1,961",7.01,"4,882",2.82,310,2.25
038870,에코바이오 ,"5,350",80,1.52,485,11.03,-,-,"6,238",0.86,0,0.00
128540,에코캡 ,"4,810",10,0.21,-,-,-,-,"2,518",1.91,0,0.00
086520,에코프로 ,"139,100","4,500",3.34,"11,536",12.06,"19,992",6.96,"47,219",2.95,430,0.31
247540,에코프로비엠 ,"111,600","1,900",1.73,"1,153",96.79,"4,447",25.09,"5,969",18.70,920,0.82
383310,에코프로에이치엔 ,"50,100",-100,-0.20,751,66.71,-,-,"4,101",12.22,330,0.66
038110,에코플라스틱 ,"3,150",10,0.32,170,18.53,-,-,"3,852",0.82,50,1.59
073540,에프알텍 ,"2,770",-40,-1.42,20,138.50,-,-,"3,875",0.71,0,0.00
064850,에프앤가이드 ,"6,060",-90,-1.46,459,13.20,-,-,"4,299",1.41,130,2.15
064090,에프앤리퍼블릭 ,"2,030",-140,-6.45,77,26.36,-,-,"1,169",1.74,0,0.00
036810,에프에스티 ,"13,250",-50,-0.38,"1,657",8.00,-,-,"10,372",1.28,130,0.98
173940,에프엔씨엔터 ,"4,660",-10,-0.21,-,-,-,-,"4,165",1.12,0,0.00
083500,에프엔에스테크 ,"7,440",-30,-0.40,194,38.35,-,-,"7,257",1.03,50,0.67
054940,엑사이엔씨 ,"1,355",-20,-1.45,-,-,-,-,"1,628",0.83,0,0.00
043090,엑서지21 ,"3,620",15,0.42,-,-,-,-,881,4.11,0,0.00
205100,엑셈 ,"3,590",-40,-1.10,321,11.18,-,-,"2,485",1.44,0,0.00
070300,엑스큐어 ,"4,035",-35,-0.86,153,26.37,-,-,"3,193",1.26,0,0.00
092870,엑시콘 ,"9,200",70,0.77,"3,307",2.78,-,-,"12,608",0.73,100,1.09
317870,엔바이오니아 ,"5,210",20,0.39,-,-,-,-,"2,347",2.22,0,0.00
067570,엔브이에이치코리아 ,"3,435",35,1.03,480,7.16,-,-,"4,982",0.69,100,2.91
236810,엔비티 ,"4,170",-155,-3.58,101,41.29,-,-,"2,424",1.72,0,0.00
333620,엔시스 ,"12,700",0,0.00,477,26.62,-,-,"5,185",2.45,70,0.55
101400,엔시트론 ,607,-12,-1.94,-,-,-,-,615,0.99,0,0.00
036570,엔씨소프트 ,"385,500","-15,000",-3.75,"19,318",19.96,"22,418",17.20,"155,059",2.49,"5,860",1.52
217820,엔에스 ,"8,810",30,0.34,699,12.60,-,-,"4,672",1.89,0,0.00
031860,엔에스엔 ,990,12,1.23,-,-,-,-,699,1.42,0,0.00
380440,엔에이치스팩19호 ,"1,990",-10,-0.50,-,-,-,-,-,-,0,0.00
391060,엔에이치스팩20호 ,"1,995",-15,-0.75,-,-,-,-,-,-,0,0.00
396770,엔에이치스팩22호 ,"2,190",0,0.00,-,-,-,-,-,-,0,0.00
422040,엔에이치스팩23호 ,"2,015",0,0.00,-,-,-,-,-,-,0,0.00
437780,엔에이치스팩24호 ,"2,025",-10,-0.49,-,-,-,-,-,-,0,0.00
438580,엔에이치스팩25호 ,"2,175",65,3.08,-,-,-,-,-,-,0,0.00
265740,엔에프씨 ,"8,150",130,1.62,688,11.85,-,-,"6,279",1.30,100,1.23
354200,엔젠바이오 ,"7,740",-240,-3.01,-,-,-,-,"2,735",2.83,0,0.00
208860,엔지스테크널러지 ,"2,205",0,0.00,-,-,-,-,539,4.09,0,0.00
183490,엔지켐생명과학 ,"1,810",-50,-2.69,-,-,-,-,"1,321",1.37,0,0.00
085310,엔케이 ,897,-9,-0.99,142,6.32,-,-,"1,302",0.69,0,0.00
182400,엔케이맥스 ,"14,300",-900,-5.92,-,-,-,-,"3,082",4.64,0,0.00
348370,엔켐 ,"71,600","-2,000",-2.72,-,-,"3,179",22.52,"14,254",5.02,0,0.00
069410,엔텔스 ,"5,490",100,1.86,416,13.20,-,-,"5,287",1.04,0,0.00
227950,엔투텍 ,723,4,0.56,-,-,-,-,839,0.86,0,0.00
291230,엔피 ,"4,520",-125,-2.69,-,-,-,-,777,5.82,0,0.00
198080,엔피디 ,"2,025",-110,-5.15,175,11.57,-,-,"4,296",0.47,0,0.00
048830,엔피케이 ,"1,775",-5,-0.28,106,16.75,-,-,"2,298",0.77,30,1.69
096870,엘디티 ,"3,845",-55,-1.41,334,11.51,-,-,"2,015",1.91,0,0.00
376190,엘비루셈 ,"7,080",20,0.28,819,8.64,-,-,"7,689",0.92,0,0.00
061970,엘비세미콘 ,"7,930",-70,-0.88,743,10.67,"1,268",6.25,"5,222",1.52,50,0.63
138690,엘아이에스 ,982,0,0.00,-,-,-,-,"1,070",0.92,0,0.00
290650,엘앤씨바이오 ,"25,300",100,0.40,620,40.81,-,-,"3,748",6.75,50,0.20
066970,엘앤에프 ,"216,500",500,0.23,-,-,"9,831",22.02,"19,899",10.88,0,0.00
156100,엘앤케이바이오 ,"10,000",-50,-0.50,-,-,-,-,"1,827",5.47,0,0.00
073110,엘엠에스 ,"6,890",-30,-0.43,319,21.60,-,-,"16,133",0.43,200,2.90
083310,엘오티베큠 ,"10,300",-50,-0.48,"1,211",8.51,"1,599",6.44,"11,468",0.90,100,0.97
037950,엘컴텍 ,874,-18,-2.02,48,18.21,-,-,763,1.15,0,0.00
170920,엘티씨 ,"9,810",140,1.45,-,-,-,-,"10,227",0.96,0,0.00
058630,엠게임 ,"6,250",-160,-2.50,"1,127",5.55,-,-,"3,765",1.66,0,0.00
058970,엠로 ,"12,600",-250,-1.95,562,22.42,950,13.26,"3,833",3.29,0,0.00
019590,엠벤처투자 ,"1,310",45,3.56,13,100.77,-,-,610,2.15,0,0.00
169330,엠브레인 ,"3,065",-35,-1.13,273,11.23,-,-,"1,435",2.14,280,9.14
097520,엠씨넥스 ,"27,000",-650,-2.35,"2,229",12.11,"3,367",8.02,"16,767",1.61,500,1.85
179290,엠아이텍 ,"12,200",-100,-0.81,392,31.12,"1,008",12.10,"2,081",5.86,80,0.66
009780,엠에스씨 ,"5,420",10,0.18,874,6.20,-,-,"6,575",0.82,60,1.11
123040,엠에스오토텍 ,"3,990",-5,-0.13,-,-,-,-,"3,201",1.25,0,0.00
323230,엠에프엠코리아 ,788,5,0.64,-,-,-,-,"1,074",0.73,0,0.00
033160,엠케이전자 ,"11,200",700,6.67,"1,594",7.03,-,-,"19,019",0.59,150,1.34
347890,엠투아이 ,"7,920",-140,-1.74,597,13.27,-,-,"3,916",2.02,250,3.16
033310,엠투엔 ,"5,380",-130,-2.36,-,-,-,-,"3,470",1.55,0,0.00
259630,엠플러스 ,"14,000",400,2.94,-,-,-,-,"4,539",3.08,0,0.00
065150,엠피대산 ,402,0,0.00,104,3.87,-,-,323,1.24,0,0.00
050540,엠피씨플러스 ,822,0,0.00,205,4.01,-,-,"2,139",0.38,0,0.00
115960,연우 ,"12,900",-50,-0.39,"2,128",6.06,"1,803",7.15,"19,695",0.65,190,1.47
060850,영림원소프트랩 ,"7,880",-100,-1.25,607,12.98,-,-,"4,629",1.70,110,1.40
014440,영보화학 ,"3,310",-15,-0.45,180,18.39,-,-,"7,960",0.42,100,3.02
007530,영신금속 ,"2,800",190,7.28,29,96.55,-,-,"2,068",1.35,0,0.00
143540,영우디에스피 ,"1,535",75,5.14,200,7.68,-,-,"1,420",1.08,0,0.00
111770,영원무역 ,"48,150",-800,-1.63,"6,795",7.09,"10,211",4.72,"50,585",0.95,"1,000",2.08
009970,영원무역홀딩스 ,"53,700",-700,-1.29,"19,026",2.82,"22,561",2.38,"140,307",0.38,"2,000",3.72
003520,영진약품 ,"2,720",-60,-2.16,-,-,-,-,573,4.75,0,0.00
112290,영창케미칼 ,"12,050",100,0.84,-,-,"1,499",8.04,"3,440",3.50,0,0.00
000670,영풍 ,"600,000","-16,000",-2.60,"72,187",8.31,"198,828",3.02,"2,011,831",0.30,"10,000",1.67
036560,영풍정밀 ,"11,600",100,0.87,746,15.55,"1,003",11.56,"20,308",0.57,350,3.02
006740,영풍제지 ,"10,550",150,1.44,362,29.14,-,-,"7,504",1.41,40,0.38
012280,영화금속 ,896,-9,-0.99,-,-,-,-,"1,156",0.78,0,0.00
265560,영화테크 ,"10,600",150,1.44,239,44.35,-,-,"4,925",2.15,50,0.47
012160,영흥 ,705,-1,-0.14,83,8.49,-,-,"2,387",0.30,0,0.00
036000,예림당 ,"1,625",-5,-0.31,-,-,-,-,"5,709",0.28,0,0.00
250930,예선테크 ,"1,305",15,1.16,74,17.64,-,-,"1,242",1.05,0,0.00
053280,예스24 ,"5,340",-20,-0.37,746,7.16,-,-,"13,329",0.40,200,3.75
015360,예스코홀딩스 ,"31,450",-150,-0.47,"5,064",6.21,-,-,"114,939",0.27,"2,250",7.15
122640,예스티 ,"8,400",200,2.44,-,-,-,-,"4,651",1.81,0,0.00
045060,오공 ,"3,295",90,2.81,550,5.99,-,-,"5,636",0.58,50,1.52
080520,오디텍 ,"5,180",-30,-0.58,377,13.74,-,-,"11,727",0.44,100,1.93
007310,오뚜기 ,"440,500","-4,500",-1.01,"38,054",11.58,"41,646",10.58,"442,610",1.00,"8,000",1.82
039830,오로라 ,"7,790",0,0.00,925,8.42,-,-,"11,887",0.66,120,1.54
322310,오로스테크놀로지 ,"10,300",-200,-1.90,199,51.76,-,-,"6,898",1.49,0,0.00
046120,오르비텍 ,"4,725",55,1.18,225,21.00,-,-,"2,383",1.98,0,0.00
014940,오리엔탈정공 ,"2,750",0,0.00,100,27.50,-,-,"1,652",1.66,0,0.00
002630,오리엔트바이오 ,616,-4,-0.65,288,2.14,-,-,702,0.88,0,0.00
065500,오리엔트정공 ,"1,505",-20,-1.31,-,-,-,-,"1,359",1.11,0,0.00
271560,오리온 ,"99,000","-1,500",-1.49,"6,519",15.19,"8,867",11.17,"55,935",1.77,750,0.76
001800,오리온홀딩스 ,"14,100",-150,-1.05,"1,429",9.87,-,-,"34,867",0.40,650,4.61
010470,오리콤 ,"7,230",270,3.88,533,13.56,-,-,"8,366",0.86,220,3.04
352910,오비고 ,"7,850",-50,-0.63,-,-,-,-,"2,414",3.25,0,0.00
053980,오상자이엘 ,"4,400",70,1.62,259,16.99,-,-,"3,657",1.20,0,0.00
052420,오성첨단소재 ,"2,190",-40,-1.79,-,-,-,-,"2,795",0.78,0,0.00
241790,오션브릿지 ,"13,900",550,4.12,"1,354",10.27,-,-,"8,618",1.61,300,2.16
039200,오스코텍 ,"16,300","-1,000",-5.78,-,-,-,-,917,17.78,0,0.00
226400,오스테오닉 ,"2,515",110,4.57,-,-,-,-,"2,107",1.19,0,0.00
031510,오스템 ,"1,485",0,0.00,-,-,-,-,"4,118",0.36,20,1.35
048260,오스템임플란트 ,"101,700","-3,200",-3.05,"1,838",55.33,"13,068",7.78,"15,220",6.68,300,0.29
368970,오에스피 ,"7,030",-120,-1.68,416,16.90,572,12.29,"2,153",3.27,0,0.00
138080,오이솔루션 ,"15,850",-100,-0.63,"1,354",11.71,890,17.80,"15,007",1.06,300,1.89
080580,오킨스전자 ,"18,000",-50,-0.28,108,166.67,-,-,"2,010",8.96,0,0.00
067170,오텍 ,"5,630",30,0.54,-,-,-,-,"9,973",0.56,130,2.31
353590,오토앤 ,"11,650",100,0.87,191,60.99,-,-,"1,651",7.06,0,0.00
173130,오파스넷 ,"7,250",240,3.42,530,13.68,-,-,"2,469",2.94,50,0.69
049480,오픈베이스 ,"2,495",-5,-0.20,148,16.86,-,-,"2,253",1.11,15,0.60
394280,오픈엣지테크놀로지 ,"8,930",-50,-0.56,-,-,-,-,"1,212",7.37,0,0.00
309930,오하임아이엔티 ,"2,430",-15,-0.61,183,13.28,-,-,"1,248",1.95,0,0.00
244460,올리패스 ,"5,510",20,0.36,-,-,-,-,"1,042",5.29,0,0.00
226950,올릭스 ,"20,250",-50,-0.25,-,-,-,-,"1,352",14.98,0,0.00
057540,옴니시스템 ,"1,675",80,5.02,-,-,-,-,"1,957",0.86,0,0.00
131030,옵투스제약 ,"6,130",-40,-0.65,617,9.94,-,-,"7,918",0.77,100,1.63
082210,옵트론텍 ,"3,930",-10,-0.25,-,-,-,-,"4,354",0.90,0,0.00
109080,옵티시스 ,"10,750",0,0.00,"1,186",9.06,-,-,"9,151",1.17,100,0.93
153710,옵티팜 ,"7,980",-90,-1.12,-,-,-,-,"2,122",3.76,0,0.00
321820,와이더플래닛 ,"5,850",-50,-0.85,-,-,-,-,"3,450",1.70,0,0.00
122990,와이솔 ,"6,440",100,1.58,979,6.58,715,9.01,"13,195",0.49,250,3.88
232140,와이아이케이 ,"3,350",-5,-0.15,553,6.06,-,-,"3,447",0.97,0,0.00
065530,와이어블 ,"2,285",-10,-0.44,54,42.31,-,-,"1,579",1.45,50,2.19
067900,와이엔텍 ,"8,360",-110,-1.30,"1,281",6.53,"1,319",6.34,"10,590",0.79,0,0.00
155650,와이엠씨 ,"6,080",-20,-0.33,560,10.86,-,-,"4,993",1.22,150,2.47
273640,와이엠텍 ,"17,800",550,3.19,649,27.43,-,-,"4,467",3.98,400,2.25
251370,와이엠티 ,"14,400",0,0.00,648,22.22,910,15.82,"7,569",1.90,75,0.52
066430,와이오엠 ,"1,690",35,2.11,25,67.60,-,-,"1,169",1.45,0,0.00
193250,와이제이엠게임즈 ,"1,335",-15,-1.11,-,-,-,-,"1,276",1.05,0,0.00
273060,와이즈버즈 ,"1,300",-65,-4.76,57,22.81,-,-,835,1.56,20,1.54
019210,와이지-원 ,"6,230",150,2.47,690,9.03,-,-,"9,269",0.67,180,2.89
122870,와이지엔터테인먼트 ,"41,150","-1,100",-2.60,364,113.05,"2,412",17.06,"20,632",1.99,250,0.61
011690,와이투솔루션 ,612,8,1.32,-,-,-,-,550,1.11,0,0.00
332570,와이팜 ,"3,155",50,1.61,-,-,-,-,"2,314",1.36,0,0.00
079000,와토스코리아 ,"5,660",0,0.00,197,28.73,-,-,"10,279",0.55,200,3.53
070960,용평리조트 ,"3,200",120,3.90,180,17.78,-,-,"8,025",0.40,0,0.00
316140,우리금융지주 ,"11,400",-200,-1.72,"3,481",3.27,"4,396",2.59,"35,494",0.32,900,7.89
032820,우리기술 ,"1,405",30,2.18,47,29.89,-,-,552,2.55,0,0.00
041190,우리기술투자 ,"4,580",-95,-2.03,"7,954",0.58,-,-,"9,347",0.49,0,0.00
115440,우리넷 ,"8,480",0,0.00,211,40.19,-,-,"6,752",1.26,0,0.00
046970,우리로 ,"1,085",25,2.36,471,2.30,-,-,"1,279",0.85,0,0.00
082850,우리바이오 ,"3,520",50,1.44,750,4.69,-,-,"3,387",1.04,0,0.00
215360,우리산업 ,"14,350",50,0.35,42,341.67,-,-,"12,845",1.12,130,0.91
072470,우리산업홀딩스 ,"4,645",30,0.65,52,89.33,-,-,"6,946",0.67,35,0.75
